[2026-06-22T18:17:48.592Z] INFO  [CursorTranscriptReader] Read Cursor session ea1bef93: 73 new bubbles, 4 entries extracted (index 0→73)
[2026-06-22T18:17:48.598Z] INFO  [CursorTranscriptReader] Read Cursor session b0efeee2: 242 new bubbles, 6 entries extracted (index 0→242)
[2026-06-22T18:17:48.600Z] INFO  [CursorTranscriptReader] Read Cursor session 2497eae4: 60 new bubbles, 6 entries extracted (index 0→60)
[2026-06-22T18:17:48.600Z] INFO  [CursorTranscriptReader] Read Cursor session a44c5d1f: 0 new bubbles, 0 entries extracted (index 0→0)
[2026-06-22T18:17:48.609Z] INFO  [CursorTranscriptReader] Read Cursor session 8d80c6f0: 543 new bubbles, 24 entries extracted (index 0→543)
[2026-06-22T18:17:48.612Z] INFO  [CursorTranscriptReader] Read Cursor session 822f3313: 165 new bubbles, 8 entries extracted (index 0→165)
[2026-06-22T18:17:48.616Z] INFO  [CursorTranscriptReader] Read Cursor session a0e345ad: 33 new bubbles, 4 entries extracted (index 0→33)
[2026-06-22T18:17:48.618Z] INFO  [CursorTranscriptReader] Read Cursor session 503e3748: 118 new bubbles, 4 entries extracted (index 0→118)
[2026-06-22T18:17:48.620Z] INFO  [CursorTranscriptReader] Read Cursor session a82e9d21: 149 new bubbles, 2 entries extracted (index 0→149)
[2026-06-22T18:17:48.621Z] INFO  [CursorTranscriptReader] Read Cursor session 9ddb9acf: 26 new bubbles, 2 entries extracted (index 0→26)
[2026-06-22T18:17:48.625Z] INFO  [CursorTranscriptReader] Read Cursor session 276eec1e: 170 new bubbles, 12 entries extracted (index 0→170)
[2026-06-22T18:17:48.630Z] INFO  [CursorTranscriptReader] Read Cursor session 9781c5c5: 285 new bubbles, 4 entries extracted (index 0→285)
[2026-06-22T18:17:48.630Z] INFO  [CursorTranscriptReader] Read Cursor session cac99d5c: 32 new bubbles, 2 entries extracted (index 0→32)
[2026-06-22T18:17:48.638Z] INFO  [CursorTranscriptReader] Read Cursor session a4ed2882: 356 new bubbles, 4 entries extracted (index 0→356)
[2026-06-22T18:17:48.639Z] INFO  [CursorTranscriptReader] Read Cursor session 1f686e30: 63 new bubbles, 4 entries extracted (index 0→63)
[2026-06-22T18:17:48.641Z] INFO  [CursorTranscriptReader] Read Cursor session c0928b64: 123 new bubbles, 2 entries extracted (index 0→123)
[2026-06-22T18:17:48.642Z] INFO  [CursorTranscriptReader] Read Cursor session 93dd7502: 29 new bubbles, 2 entries extracted (index 0→29)
[2026-06-22T18:17:48.643Z] INFO  [CursorTranscriptReader] Read Cursor session 4f6b0e92: 73 new bubbles, 4 entries extracted (index 0→73)
[2026-06-22T18:17:48.645Z] INFO  [CursorTranscriptReader] Read Cursor session 8b1330b0: 81 new bubbles, 4 entries extracted (index 0→81)
[2026-06-22T18:17:48.647Z] INFO  [CursorTranscriptReader] Read Cursor session df447d36: 86 new bubbles, 4 entries extracted (index 0→86)
[2026-06-22T18:17:48.648Z] INFO  [CursorTranscriptReader] Read Cursor session fb84534c: 71 new bubbles, 2 entries extracted (index 0→71)
[2026-06-22T18:17:48.655Z] INFO  [CursorTranscriptReader] Read Cursor session 9ffcd3b4: 418 new bubbles, 14 entries extracted (index 0→418)
[2026-06-22T18:17:48.656Z] INFO  [CursorTranscriptReader] Read Cursor session f4c30209: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:48.659Z] INFO  [CursorTranscriptReader] Read Cursor session 2299a941: 141 new bubbles, 4 entries extracted (index 0→141)
[2026-06-22T18:17:48.660Z] INFO  [CursorTranscriptReader] Read Cursor session 6120f9df: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:48.661Z] INFO  [CursorTranscriptReader] Read Cursor session 991259cd: 58 new bubbles, 2 entries extracted (index 0→58)
[2026-06-22T18:17:48.662Z] INFO  [CursorTranscriptReader] Read Cursor session c5053d35: 84 new bubbles, 2 entries extracted (index 0→84)
[2026-06-22T18:17:48.665Z] INFO  [CursorTranscriptReader] Read Cursor session 0b5b29bf: 156 new bubbles, 8 entries extracted (index 0→156)
[2026-06-22T18:17:48.668Z] INFO  [CursorTranscriptReader] Read Cursor session c722d35d: 156 new bubbles, 4 entries extracted (index 0→156)
[2026-06-22T18:17:48.671Z] INFO  [CursorTranscriptReader] Read Cursor session 02969503: 169 new bubbles, 4 entries extracted (index 0→169)
[2026-06-22T18:17:48.672Z] INFO  [CursorTranscriptReader] Read Cursor session 5634102e: 35 new bubbles, 2 entries extracted (index 0→35)
[2026-06-22T18:17:48.674Z] INFO  [CursorTranscriptReader] Read Cursor session 1f272d5b: 130 new bubbles, 4 entries extracted (index 0→130)
[2026-06-22T18:17:48.677Z] INFO  [CursorTranscriptReader] Read Cursor session 52ae43ec: 109 new bubbles, 4 entries extracted (index 0→109)
[2026-06-22T18:17:48.677Z] INFO  [CursorTranscriptReader] Read Cursor session d708cbb3: 31 new bubbles, 2 entries extracted (index 0→31)
[2026-06-22T18:17:48.681Z] INFO  [CursorTranscriptReader] Read Cursor session 08c7eeab: 160 new bubbles, 2 entries extracted (index 0→160)
[2026-06-22T18:17:48.683Z] INFO  [CursorTranscriptReader] Read Cursor session 6675356f: 68 new bubbles, 2 entries extracted (index 0→68)
[2026-06-22T18:17:48.684Z] INFO  [CursorTranscriptReader] Read Cursor session 000d4af2: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:48.688Z] INFO  [CursorTranscriptReader] Read Cursor session 351e1bd9: 193 new bubbles, 6 entries extracted (index 0→193)
[2026-06-22T18:17:48.689Z] INFO  [CursorTranscriptReader] Read Cursor session 90b6cb69: 64 new bubbles, 4 entries extracted (index 0→64)
[2026-06-22T18:17:48.691Z] INFO  [CursorTranscriptReader] Read Cursor session b8305365: 106 new bubbles, 4 entries extracted (index 0→106)
[2026-06-22T18:17:48.695Z] INFO  [CursorTranscriptReader] Read Cursor session e8ec4dfb: 105 new bubbles, 4 entries extracted (index 0→105)
[2026-06-22T18:17:48.697Z] INFO  [CursorTranscriptReader] Read Cursor session 649701bb: 106 new bubbles, 4 entries extracted (index 0→106)
[2026-06-22T18:17:48.698Z] INFO  [CursorTranscriptReader] Read Cursor session b99fdcd3: 86 new bubbles, 4 entries extracted (index 0→86)
[2026-06-22T18:17:48.700Z] INFO  [CursorTranscriptReader] Read Cursor session db266932: 85 new bubbles, 4 entries extracted (index 0→85)
[2026-06-22T18:17:48.704Z] INFO  [CursorTranscriptReader] Read Cursor session 985aadd5: 185 new bubbles, 6 entries extracted (index 0→185)
[2026-06-22T18:17:48.706Z] INFO  [CursorTranscriptReader] Read Cursor session bf6b6751: 137 new bubbles, 4 entries extracted (index 0→137)
[2026-06-22T18:17:48.707Z] INFO  [CursorTranscriptReader] Read Cursor session e0bf58dd: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:48.709Z] INFO  [CursorTranscriptReader] Read Cursor session 36d0ab15: 73 new bubbles, 4 entries extracted (index 0→73)
[2026-06-22T18:17:48.711Z] INFO  [CursorTranscriptReader] Read Cursor session 7f03caa4: 56 new bubbles, 4 entries extracted (index 0→56)
[2026-06-22T18:17:48.714Z] INFO  [CursorTranscriptReader] Read Cursor session 2afb63af: 183 new bubbles, 6 entries extracted (index 0→183)
[2026-06-22T18:17:48.719Z] INFO  [CursorTranscriptReader] Read Cursor session eda21853: 84 new bubbles, 4 entries extracted (index 0→84)
[2026-06-22T18:17:48.720Z] INFO  [CursorTranscriptReader] Read Cursor session a6f311ef: 51 new bubbles, 2 entries extracted (index 0→51)
[2026-06-22T18:17:48.724Z] INFO  [CursorTranscriptReader] Read Cursor session 00fba9cc: 223 new bubbles, 2 entries extracted (index 0→223)
[2026-06-22T18:17:48.726Z] INFO  [CursorTranscriptReader] Read Cursor session cf0ecc68: 116 new bubbles, 4 entries extracted (index 0→116)
[2026-06-22T18:17:48.727Z] INFO  [CursorTranscriptReader] Read Cursor session cf47172f: 65 new bubbles, 2 entries extracted (index 0→65)
[2026-06-22T18:17:48.732Z] INFO  [CursorTranscriptReader] Read Cursor session 995cf930: 189 new bubbles, 4 entries extracted (index 0→189)
[2026-06-22T18:17:48.734Z] INFO  [CursorTranscriptReader] Read Cursor session 346cc51b: 103 new bubbles, 4 entries extracted (index 0→103)
[2026-06-22T18:17:48.737Z] INFO  [CursorTranscriptReader] Read Cursor session 035a265f: 204 new bubbles, 6 entries extracted (index 0→204)
[2026-06-22T18:17:48.740Z] INFO  [CursorTranscriptReader] Read Cursor session a27edeb8: 162 new bubbles, 4 entries extracted (index 0→162)
[2026-06-22T18:17:48.743Z] INFO  [CursorTranscriptReader] Read Cursor session f3f9b78e: 135 new bubbles, 4 entries extracted (index 0→135)
[2026-06-22T18:17:48.743Z] INFO  [CursorTranscriptReader] Read Cursor session 40cd17f2: 37 new bubbles, 2 entries extracted (index 0→37)
[2026-06-22T18:17:48.744Z] INFO  [CursorTranscriptReader] Read Cursor session ec184090: 30 new bubbles, 4 entries extracted (index 0→30)
[2026-06-22T18:17:48.746Z] INFO  [CursorTranscriptReader] Read Cursor session 98cedd09: 113 new bubbles, 6 entries extracted (index 0→113)
[2026-06-22T18:17:48.752Z] INFO  [CursorTranscriptReader] Read Cursor session 5ac2d3c4: 143 new bubbles, 8 entries extracted (index 0→143)
[2026-06-22T18:17:48.754Z] INFO  [CursorTranscriptReader] Read Cursor session d01a7841: 108 new bubbles, 4 entries extracted (index 0→108)
[2026-06-22T18:17:48.758Z] INFO  [CursorTranscriptReader] Read Cursor session d3f6a0c6: 188 new bubbles, 4 entries extracted (index 0→188)
[2026-06-22T18:17:48.761Z] INFO  [CursorTranscriptReader] Read Cursor session 2a207233: 90 new bubbles, 4 entries extracted (index 0→90)
[2026-06-22T18:17:48.764Z] INFO  [CursorTranscriptReader] Read Cursor session 53571acd: 225 new bubbles, 4 entries extracted (index 0→225)
[2026-06-22T18:17:48.765Z] INFO  [CursorTranscriptReader] Read Cursor session 6eb61672: 9 new bubbles, 2 entries extracted (index 0→9)
[2026-06-22T18:17:48.766Z] INFO  [CursorTranscriptReader] Read Cursor session 2a74330f: 56 new bubbles, 4 entries extracted (index 0→56)
[2026-06-22T18:17:48.770Z] INFO  [CursorTranscriptReader] Read Cursor session b1ed8e90: 154 new bubbles, 8 entries extracted (index 0→154)
[2026-06-22T18:17:48.771Z] INFO  [CursorTranscriptReader] Read Cursor session 03b883b4: 60 new bubbles, 2 entries extracted (index 0→60)
[2026-06-22T18:17:48.775Z] INFO  [CursorTranscriptReader] Read Cursor session f5a5f04c: 156 new bubbles, 8 entries extracted (index 0→156)
[2026-06-22T18:17:48.776Z] INFO  [CursorTranscriptReader] Read Cursor session c4664656: 57 new bubbles, 4 entries extracted (index 0→57)
[2026-06-22T18:17:48.779Z] INFO  [CursorTranscriptReader] Read Cursor session ccfb169a: 100 new bubbles, 6 entries extracted (index 0→100)
[2026-06-22T18:17:48.782Z] INFO  [CursorTranscriptReader] Read Cursor session 11459775: 179 new bubbles, 4 entries extracted (index 0→179)
[2026-06-22T18:17:48.788Z] INFO  [CursorTranscriptReader] Read Cursor session f5802f1c: 291 new bubbles, 16 entries extracted (index 0→291)
[2026-06-22T18:17:48.793Z] INFO  [CursorTranscriptReader] Read Cursor session 4a8c2d9a: 131 new bubbles, 4 entries extracted (index 0→131)
[2026-06-22T18:17:48.794Z] INFO  [CursorTranscriptReader] Read Cursor session 4115277b: 24 new bubbles, 2 entries extracted (index 0→24)
[2026-06-22T18:17:48.795Z] INFO  [CursorTranscriptReader] Read Cursor session 98540948: 65 new bubbles, 4 entries extracted (index 0→65)
[2026-06-22T18:17:48.797Z] INFO  [CursorTranscriptReader] Read Cursor session 11705d02: 108 new bubbles, 4 entries extracted (index 0→108)
[2026-06-22T18:17:48.798Z] INFO  [CursorTranscriptReader] Read Cursor session a849cbda: 23 new bubbles, 4 entries extracted (index 0→23)
[2026-06-22T18:17:48.801Z] INFO  [CursorTranscriptReader] Read Cursor session dc63cbe5: 89 new bubbles, 8 entries extracted (index 0→89)
[2026-06-22T18:17:48.805Z] INFO  [CursorTranscriptReader] Read Cursor session 6ce03331: 187 new bubbles, 16 entries extracted (index 0→187)
[2026-06-22T18:17:48.812Z] INFO  [CursorTranscriptReader] Read Cursor session 0d30f9ee: 194 new bubbles, 10 entries extracted (index 0→194)
[2026-06-22T18:17:48.816Z] INFO  [CursorTranscriptReader] Read Cursor session 9ca2e2a6: 145 new bubbles, 4 entries extracted (index 0→145)
[2026-06-22T18:17:48.820Z] INFO  [CursorTranscriptReader] Read Cursor session 270dcec4: 171 new bubbles, 4 entries extracted (index 0→171)
[2026-06-22T18:17:48.823Z] INFO  [CursorTranscriptReader] Read Cursor session 8dc8441b: 68 new bubbles, 2 entries extracted (index 0→68)
[2026-06-22T18:17:48.825Z] INFO  [CursorTranscriptReader] Read Cursor session 8fc2497c: 100 new bubbles, 4 entries extracted (index 0→100)
[2026-06-22T18:17:48.827Z] INFO  [CursorTranscriptReader] Read Cursor session aac671a2: 98 new bubbles, 4 entries extracted (index 0→98)
[2026-06-22T18:17:48.830Z] INFO  [CursorTranscriptReader] Read Cursor session 2f74e8ff: 134 new bubbles, 4 entries extracted (index 0→134)
[2026-06-22T18:17:48.834Z] INFO  [CursorTranscriptReader] Read Cursor session 587b017e: 80 new bubbles, 4 entries extracted (index 0→80)
[2026-06-22T18:17:48.839Z] INFO  [CursorTranscriptReader] Read Cursor session 2fa82fb1: 136 new bubbles, 4 entries extracted (index 0→136)
[2026-06-22T18:17:48.840Z] INFO  [CursorTranscriptReader] Read Cursor session 97d2e445: 82 new bubbles, 4 entries extracted (index 0→82)
[2026-06-22T18:17:48.841Z] INFO  [CursorTranscriptReader] Read Cursor session 9c0bba05: 14 new bubbles, 2 entries extracted (index 0→14)
[2026-06-22T18:17:48.845Z] INFO  [CursorTranscriptReader] Read Cursor session c0179616: 163 new bubbles, 8 entries extracted (index 0→163)
[2026-06-22T18:17:48.846Z] INFO  [CursorTranscriptReader] Read Cursor session 8c2cb26b: 62 new bubbles, 4 entries extracted (index 0→62)
[2026-06-22T18:17:48.847Z] INFO  [CursorTranscriptReader] Read Cursor session 91159672: 44 new bubbles, 2 entries extracted (index 0→44)
[2026-06-22T18:17:48.848Z] INFO  [CursorTranscriptReader] Read Cursor session 9ae9af09: 33 new bubbles, 4 entries extracted (index 0→33)
[2026-06-22T18:17:48.853Z] INFO  [CursorTranscriptReader] Read Cursor session f0d973bb: 159 new bubbles, 8 entries extracted (index 0→159)
[2026-06-22T18:17:48.854Z] INFO  [CursorTranscriptReader] Read Cursor session 99458c63: 50 new bubbles, 2 entries extracted (index 0→50)
[2026-06-22T18:17:48.856Z] INFO  [CursorTranscriptReader] Read Cursor session 6f8126e7: 83 new bubbles, 4 entries extracted (index 0→83)
[2026-06-22T18:17:48.857Z] INFO  [CursorTranscriptReader] Read Cursor session 5789615c: 28 new bubbles, 2 entries extracted (index 0→28)
[2026-06-22T18:17:48.858Z] INFO  [CursorTranscriptReader] Read Cursor session ee1ba90f: 42 new bubbles, 4 entries extracted (index 0→42)
[2026-06-22T18:17:48.862Z] INFO  [CursorTranscriptReader] Read Cursor session c759d506: 170 new bubbles, 6 entries extracted (index 0→170)
[2026-06-22T18:17:48.872Z] INFO  [CursorTranscriptReader] Read Cursor session 124a720b: 258 new bubbles, 10 entries extracted (index 0→258)
[2026-06-22T18:17:48.873Z] INFO  [CursorTranscriptReader] Read Cursor session b05972db: 15 new bubbles, 4 entries extracted (index 0→15)
[2026-06-22T18:17:48.875Z] INFO  [CursorTranscriptReader] Read Cursor session 3579d146: 100 new bubbles, 8 entries extracted (index 0→100)
[2026-06-22T18:17:48.876Z] INFO  [CursorTranscriptReader] Read Cursor session c9a459ee: 11 new bubbles, 2 entries extracted (index 0→11)
[2026-06-22T18:17:48.877Z] INFO  [CursorTranscriptReader] Read Cursor session c288b02e: 64 new bubbles, 4 entries extracted (index 0→64)
[2026-06-22T18:17:48.880Z] INFO  [CursorTranscriptReader] Read Cursor session 743f5b4a: 184 new bubbles, 6 entries extracted (index 0→184)
[2026-06-22T18:17:48.884Z] INFO  [CursorTranscriptReader] Read Cursor session 40bd72ce: 152 new bubbles, 4 entries extracted (index 0→152)
[2026-06-22T18:17:48.886Z] INFO  [CursorTranscriptReader] Read Cursor session abd52160: 86 new bubbles, 3 entries extracted (index 0→86)
[2026-06-22T18:17:48.890Z] INFO  [CursorTranscriptReader] Read Cursor session 2ca1f748: 143 new bubbles, 12 entries extracted (index 0→143)
[2026-06-22T18:17:48.890Z] INFO  [CursorTranscriptReader] Read Cursor session 871d4ba6: 9 new bubbles, 2 entries extracted (index 0→9)
[2026-06-22T18:17:48.890Z] INFO  [CursorTranscriptReader] Read Cursor session 0c51cacb: 2 new bubbles, 1 entries extracted (index 0→2)
[2026-06-22T18:17:48.901Z] INFO  [CursorTranscriptReader] Read Cursor session 741b3825: 474 new bubbles, 20 entries extracted (index 0→474)
[2026-06-22T18:17:48.916Z] INFO  [CursorTranscriptReader] Read Cursor session 358d2267: 491 new bubbles, 40 entries extracted (index 0→491)
[2026-06-22T18:17:48.918Z] INFO  [CursorTranscriptReader] Read Cursor session 98bb8f38: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:48.931Z] INFO  [CursorTranscriptReader] Read Cursor session e5a4f4b4: 767 new bubbles, 42 entries extracted (index 0→767)
[2026-06-22T18:17:48.933Z] INFO  [CursorTranscriptReader] Read Cursor session 686186ad: 63 new bubbles, 6 entries extracted (index 0→63)
[2026-06-22T18:17:48.935Z] INFO  [CursorTranscriptReader] Read Cursor session 0bf4e5be: 95 new bubbles, 2 entries extracted (index 0→95)
[2026-06-22T18:17:48.936Z] INFO  [CursorTranscriptReader] Read Cursor session 08907f1f: 64 new bubbles, 2 entries extracted (index 0→64)
[2026-06-22T18:17:48.939Z] INFO  [CursorTranscriptReader] Read Cursor session 240f2410: 208 new bubbles, 6 entries extracted (index 0→208)
[2026-06-22T18:17:48.942Z] INFO  [CursorTranscriptReader] Read Cursor session 1828acbf: 65 new bubbles, 2 entries extracted (index 0→65)
[2026-06-22T18:17:48.946Z] INFO  [CursorTranscriptReader] Read Cursor session 16ea750e: 248 new bubbles, 4 entries extracted (index 0→248)
[2026-06-22T18:17:48.949Z] INFO  [CursorTranscriptReader] Read Cursor session 2917978c: 61 new bubbles, 2 entries extracted (index 0→61)
[2026-06-22T18:17:48.957Z] INFO  [CursorTranscriptReader] Read Cursor session d49b35f6: 536 new bubbles, 12 entries extracted (index 0→536)
[2026-06-22T18:17:48.959Z] INFO  [CursorTranscriptReader] Read Cursor session 090fe366: 91 new bubbles, 6 entries extracted (index 0→91)
[2026-06-22T18:17:48.963Z] INFO  [CursorTranscriptReader] Read Cursor session 25c83733: 201 new bubbles, 8 entries extracted (index 0→201)
[2026-06-22T18:17:48.966Z] INFO  [CursorTranscriptReader] Read Cursor session f3d80ec2: 140 new bubbles, 2 entries extracted (index 0→140)
[2026-06-22T18:17:48.968Z] INFO  [CursorTranscriptReader] Read Cursor session 96cb5018: 100 new bubbles, 4 entries extracted (index 0→100)
[2026-06-22T18:17:48.970Z] INFO  [CursorTranscriptReader] Read Cursor session 0308ab90: 111 new bubbles, 2 entries extracted (index 0→111)
[2026-06-22T18:17:48.972Z] INFO  [CursorTranscriptReader] Read Cursor session dfd45f6b: 77 new bubbles, 4 entries extracted (index 0→77)
[2026-06-22T18:17:48.973Z] INFO  [CursorTranscriptReader] Read Cursor session 7a0226d9: 22 new bubbles, 2 entries extracted (index 0→22)
[2026-06-22T18:17:48.974Z] INFO  [CursorTranscriptReader] Read Cursor session be517df0: 92 new bubbles, 4 entries extracted (index 0→92)
[2026-06-22T18:17:48.979Z] INFO  [CursorTranscriptReader] Read Cursor session 0e61dde8: 211 new bubbles, 6 entries extracted (index 0→211)
[2026-06-22T18:17:48.982Z] INFO  [CursorTranscriptReader] Read Cursor session 04bd6032: 118 new bubbles, 4 entries extracted (index 0→118)
[2026-06-22T18:17:48.985Z] INFO  [CursorTranscriptReader] Read Cursor session 04487990: 152 new bubbles, 4 entries extracted (index 0→152)
[2026-06-22T18:17:48.987Z] INFO  [CursorTranscriptReader] Read Cursor session 32773b90: 100 new bubbles, 4 entries extracted (index 0→100)
[2026-06-22T18:17:48.992Z] INFO  [CursorTranscriptReader] Read Cursor session 1f75d89e: 171 new bubbles, 4 entries extracted (index 0→171)
[2026-06-22T18:17:48.994Z] INFO  [CursorTranscriptReader] Read Cursor session 8ef85532: 139 new bubbles, 4 entries extracted (index 0→139)
[2026-06-22T18:17:48.995Z] INFO  [CursorTranscriptReader] Read Cursor session 9c3016c3: 4 new bubbles, 2 entries extracted (index 0→4)
[2026-06-22T18:17:49.001Z] INFO  [CursorTranscriptReader] Read Cursor session 019378a1: 187 new bubbles, 4 entries extracted (index 0→187)
[2026-06-22T18:17:49.003Z] INFO  [CursorTranscriptReader] Read Cursor session 8378d81d: 142 new bubbles, 4 entries extracted (index 0→142)
[2026-06-22T18:17:49.005Z] INFO  [CursorTranscriptReader] Read Cursor session 1340f12c: 67 new bubbles, 2 entries extracted (index 0→67)
[2026-06-22T18:17:49.012Z] INFO  [CursorTranscriptReader] Read Cursor session b407b785: 312 new bubbles, 6 entries extracted (index 0→312)
[2026-06-22T18:17:49.014Z] INFO  [CursorTranscriptReader] Read Cursor session c6c5229f: 75 new bubbles, 4 entries extracted (index 0→75)
[2026-06-22T18:17:49.015Z] INFO  [CursorTranscriptReader] Read Cursor session 1a8c6ba1: 10 new bubbles, 4 entries extracted (index 0→10)
[2026-06-22T18:17:49.016Z] INFO  [CursorTranscriptReader] Read Cursor session dce8adfc: 17 new bubbles, 2 entries extracted (index 0→17)
[2026-06-22T18:17:49.017Z] INFO  [CursorTranscriptReader] Read Cursor session 0ab2989b: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:49.018Z] INFO  [CursorTranscriptReader] Read Cursor session e05cfed1: 22 new bubbles, 2 entries extracted (index 0→22)
[2026-06-22T18:17:49.019Z] INFO  [CursorTranscriptReader] Read Cursor session d0ce6c31: 45 new bubbles, 4 entries extracted (index 0→45)
[2026-06-22T18:17:49.022Z] INFO  [CursorTranscriptReader] Read Cursor session e9170ffd: 180 new bubbles, 4 entries extracted (index 0→180)
[2026-06-22T18:17:49.025Z] INFO  [CursorTranscriptReader] Read Cursor session 830ceb48: 204 new bubbles, 10 entries extracted (index 0→204)
[2026-06-22T18:17:49.030Z] INFO  [CursorTranscriptReader] Read Cursor session 9412b166: 198 new bubbles, 8 entries extracted (index 0→198)
[2026-06-22T18:17:49.033Z] INFO  [CursorTranscriptReader] Read Cursor session f92be79c: 109 new bubbles, 8 entries extracted (index 0→109)
[2026-06-22T18:17:49.036Z] INFO  [CursorTranscriptReader] Read Cursor session 687e597f: 95 new bubbles, 8 entries extracted (index 0→95)
[2026-06-22T18:17:49.042Z] INFO  [CursorTranscriptReader] Read Cursor session b56e7093: 331 new bubbles, 6 entries extracted (index 0→331)
[2026-06-22T18:17:49.042Z] INFO  [CursorTranscriptReader] Read Cursor session 43b7a0c5: 22 new bubbles, 2 entries extracted (index 0→22)
[2026-06-22T18:17:49.045Z] INFO  [CursorTranscriptReader] Read Cursor session b233dab7: 176 new bubbles, 6 entries extracted (index 0→176)
[2026-06-22T18:17:49.050Z] INFO  [CursorTranscriptReader] Read Cursor session 56ee2b41: 263 new bubbles, 10 entries extracted (index 0→263)
[2026-06-22T18:17:49.056Z] INFO  [CursorTranscriptReader] Read Cursor session d977d669: 385 new bubbles, 13 entries extracted (index 0→385)
[2026-06-22T18:17:49.060Z] INFO  [CursorTranscriptReader] Read Cursor session 11c277b4: 215 new bubbles, 4 entries extracted (index 0→215)
[2026-06-22T18:17:49.061Z] INFO  [CursorTranscriptReader] Read Cursor session bccd6fd1: 29 new bubbles, 2 entries extracted (index 0→29)
[2026-06-22T18:17:49.062Z] INFO  [CursorTranscriptReader] Read Cursor session 36855d37: 59 new bubbles, 2 entries extracted (index 0→59)
[2026-06-22T18:17:49.066Z] INFO  [CursorTranscriptReader] Read Cursor session dffcbbec: 256 new bubbles, 6 entries extracted (index 0→256)
[2026-06-22T18:17:49.067Z] INFO  [CursorTranscriptReader] Read Cursor session f94e5cc9: 45 new bubbles, 2 entries extracted (index 0→45)
[2026-06-22T18:17:49.068Z] INFO  [CursorTranscriptReader] Read Cursor session 67876cfe: 12 new bubbles, 2 entries extracted (index 0→12)
[2026-06-22T18:17:49.069Z] INFO  [CursorTranscriptReader] Read Cursor session 0f5d6f05: 71 new bubbles, 2 entries extracted (index 0→71)
[2026-06-22T18:17:49.071Z] INFO  [CursorTranscriptReader] Read Cursor session 45fd467c: 33 new bubbles, 2 entries extracted (index 0→33)
[2026-06-22T18:17:49.075Z] INFO  [CursorTranscriptReader] Read Cursor session 16414dcc: 173 new bubbles, 4 entries extracted (index 0→173)
[2026-06-22T18:17:49.076Z] INFO  [CursorTranscriptReader] Read Cursor session 13ebb570: 33 new bubbles, 2 entries extracted (index 0→33)
[2026-06-22T18:17:49.077Z] INFO  [CursorTranscriptReader] Read Cursor session bda52ffb: 43 new bubbles, 2 entries extracted (index 0→43)
[2026-06-22T18:17:49.079Z] INFO  [CursorTranscriptReader] Read Cursor session 5342bd92: 15 new bubbles, 2 entries extracted (index 0→15)
[2026-06-22T18:17:49.080Z] INFO  [CursorTranscriptReader] Read Cursor session 5abddf2c: 49 new bubbles, 4 entries extracted (index 0→49)
[2026-06-22T18:17:49.081Z] INFO  [CursorTranscriptReader] Read Cursor session ddfe7fe9: 38 new bubbles, 2 entries extracted (index 0→38)
[2026-06-22T18:17:49.083Z] INFO  [CursorTranscriptReader] Read Cursor session 82c7b7ce: 88 new bubbles, 6 entries extracted (index 0→88)
[2026-06-22T18:17:49.084Z] INFO  [CursorTranscriptReader] Read Cursor session 6673a3c3: 58 new bubbles, 6 entries extracted (index 0→58)
[2026-06-22T18:17:49.085Z] INFO  [CursorTranscriptReader] Read Cursor session 70d66919: 40 new bubbles, 4 entries extracted (index 0→40)
[2026-06-22T18:17:49.085Z] INFO  [CursorTranscriptReader] Read Cursor session 0ce9d3df: 47 new bubbles, 4 entries extracted (index 0→47)
[2026-06-22T18:17:49.088Z] INFO  [CursorTranscriptReader] Read Cursor session a2ae42e0: 160 new bubbles, 14 entries extracted (index 0→160)
[2026-06-22T18:17:49.089Z] INFO  [CursorTranscriptReader] Read Cursor session 2ade063f: 33 new bubbles, 4 entries extracted (index 0→33)
[2026-06-22T18:17:49.092Z] INFO  [CursorTranscriptReader] Read Cursor session 0e550a3c: 145 new bubbles, 6 entries extracted (index 0→145)
[2026-06-22T18:17:49.093Z] INFO  [CursorTranscriptReader] Read Cursor session 5b54c917: 38 new bubbles, 4 entries extracted (index 0→38)
[2026-06-22T18:17:49.095Z] INFO  [CursorTranscriptReader] Read Cursor session b57ab5ab: 100 new bubbles, 4 entries extracted (index 0→100)
[2026-06-22T18:17:49.097Z] INFO  [CursorTranscriptReader] Read Cursor session c0b27a08: 112 new bubbles, 4 entries extracted (index 0→112)
[2026-06-22T18:17:49.098Z] INFO  [CursorTranscriptReader] Read Cursor session ee3543c0: 90 new bubbles, 6 entries extracted (index 0→90)
[2026-06-22T18:17:49.100Z] INFO  [CursorTranscriptReader] Read Cursor session b8deae0b: 97 new bubbles, 9 entries extracted (index 0→97)
[2026-06-22T18:17:49.102Z] INFO  [CursorTranscriptReader] Read Cursor session 7dea7990: 46 new bubbles, 4 entries extracted (index 0→46)
[2026-06-22T18:17:49.105Z] INFO  [CursorTranscriptReader] Read Cursor session 6ae8ce9d: 130 new bubbles, 4 entries extracted (index 0→130)
