[2026-06-22T18:17:49.106Z] INFO  [CursorTranscriptReader] Read Cursor session 4fac1ad0: 51 new bubbles, 4 entries extracted (index 0→51)
[2026-06-22T18:17:49.107Z] INFO  [CursorTranscriptReader] Read Cursor session 5f6ee12c: 22 new bubbles, 2 entries extracted (index 0→22)
[2026-06-22T18:17:49.107Z] INFO  [CursorTranscriptReader] Read Cursor session b1e4614e: 20 new bubbles, 2 entries extracted (index 0→20)
[2026-06-22T18:17:49.112Z] INFO  [CursorTranscriptReader] Read Cursor session e2619a8d: 109 new bubbles, 2 entries extracted (index 0→109)
[2026-06-22T18:17:49.115Z] INFO  [CursorTranscriptReader] Read Cursor session bb60adb6: 159 new bubbles, 4 entries extracted (index 0→159)
[2026-06-22T18:17:49.120Z] INFO  [CursorTranscriptReader] Read Cursor session 2640f4d5: 167 new bubbles, 8 entries extracted (index 0→167)
[2026-06-22T18:17:49.125Z] INFO  [CursorTranscriptReader] Read Cursor session c2ae25c0: 245 new bubbles, 10 entries extracted (index 0→245)
[2026-06-22T18:17:49.128Z] INFO  [CursorTranscriptReader] Read Cursor session a55e57a9: 184 new bubbles, 10 entries extracted (index 0→184)
[2026-06-22T18:17:49.131Z] INFO  [CursorTranscriptReader] Read Cursor session d719abc7: 111 new bubbles, 4 entries extracted (index 0→111)
[2026-06-22T18:17:49.133Z] INFO  [CursorTranscriptReader] Read Cursor session 8bd68494: 134 new bubbles, 4 entries extracted (index 0→134)
[2026-06-22T18:17:49.135Z] INFO  [CursorTranscriptReader] Read Cursor session 00afd774: 69 new bubbles, 4 entries extracted (index 0→69)
[2026-06-22T18:17:49.136Z] INFO  [CursorTranscriptReader] Read Cursor session 1241ef9f: 70 new bubbles, 4 entries extracted (index 0→70)
[2026-06-22T18:17:49.140Z] INFO  [CursorTranscriptReader] Read Cursor session e4fd7218: 165 new bubbles, 14 entries extracted (index 0→165)
[2026-06-22T18:17:49.141Z] INFO  [CursorTranscriptReader] Read Cursor session c69b11df: 65 new bubbles, 4 entries extracted (index 0→65)
[2026-06-22T18:17:49.145Z] INFO  [CursorTranscriptReader] Read Cursor session 9e3a25f3: 157 new bubbles, 8 entries extracted (index 0→157)
[2026-06-22T18:17:49.146Z] INFO  [CursorTranscriptReader] Read Cursor session 62e6d2a7: 52 new bubbles, 4 entries extracted (index 0→52)
[2026-06-22T18:17:49.149Z] INFO  [CursorTranscriptReader] Read Cursor session cde0341d: 223 new bubbles, 6 entries extracted (index 0→223)
[2026-06-22T18:17:49.153Z] INFO  [CursorTranscriptReader] Read Cursor session 1aa691c6: 175 new bubbles, 10 entries extracted (index 0→175)
[2026-06-22T18:17:49.155Z] INFO  [CursorTranscriptReader] Read Cursor session e4b17208: 98 new bubbles, 4 entries extracted (index 0→98)
[2026-06-22T18:17:49.158Z] INFO  [CursorTranscriptReader] Read Cursor session 45b638b1: 128 new bubbles, 4 entries extracted (index 0→128)
[2026-06-22T18:17:49.159Z] INFO  [CursorTranscriptReader] Read Cursor session e779d733: 74 new bubbles, 4 entries extracted (index 0→74)
[2026-06-22T18:17:49.160Z] INFO  [CursorTranscriptReader] Read Cursor session 78a164b3: 70 new bubbles, 4 entries extracted (index 0→70)
[2026-06-22T18:17:49.165Z] INFO  [CursorTranscriptReader] Read Cursor session d2120a17: 292 new bubbles, 12 entries extracted (index 0→292)
[2026-06-22T18:17:49.166Z] INFO  [CursorTranscriptReader] Read Cursor session 29a7dd9e: 63 new bubbles, 6 entries extracted (index 0→63)
[2026-06-22T18:17:49.168Z] INFO  [CursorTranscriptReader] Read Cursor session 07a19962: 60 new bubbles, 4 entries extracted (index 0→60)
[2026-06-22T18:17:49.169Z] INFO  [CursorTranscriptReader] Read Cursor session 6a41675b: 80 new bubbles, 6 entries extracted (index 0→80)
[2026-06-22T18:17:49.172Z] INFO  [CursorTranscriptReader] Read Cursor session fed882bb: 99 new bubbles, 4 entries extracted (index 0→99)
[2026-06-22T18:17:49.173Z] INFO  [CursorTranscriptReader] Read Cursor session 3a52afdc: 79 new bubbles, 4 entries extracted (index 0→79)
[2026-06-22T18:17:49.175Z] INFO  [CursorTranscriptReader] Read Cursor session d3ad6822: 75 new bubbles, 4 entries extracted (index 0→75)
[2026-06-22T18:17:49.177Z] INFO  [CursorTranscriptReader] Read Cursor session 846c2fe3: 127 new bubbles, 6 entries extracted (index 0→127)
[2026-06-22T18:17:49.180Z] INFO  [CursorTranscriptReader] Read Cursor session 08a7b8d0: 109 new bubbles, 8 entries extracted (index 0→109)
[2026-06-22T18:17:49.185Z] INFO  [CursorTranscriptReader] Read Cursor session 57ff15ab: 210 new bubbles, 10 entries extracted (index 0→210)
[2026-06-22T18:17:49.187Z] INFO  [CursorTranscriptReader] Read Cursor session 5322d51b: 106 new bubbles, 6 entries extracted (index 0→106)
[2026-06-22T18:17:49.192Z] INFO  [CursorTranscriptReader] Read Cursor session 2a92388a: 198 new bubbles, 8 entries extracted (index 0→198)
[2026-06-22T18:17:49.193Z] INFO  [CursorTranscriptReader] Read Cursor session d959f793: 50 new bubbles, 6 entries extracted (index 0→50)
[2026-06-22T18:17:49.196Z] INFO  [CursorTranscriptReader] Read Cursor session 74a9fd8e: 131 new bubbles, 4 entries extracted (index 0→131)
[2026-06-22T18:17:49.199Z] INFO  [CursorTranscriptReader] Read Cursor session f02de42f: 192 new bubbles, 6 entries extracted (index 0→192)
[2026-06-22T18:17:49.201Z] INFO  [CursorTranscriptReader] Read Cursor session e18383a7: 67 new bubbles, 6 entries extracted (index 0→67)
[2026-06-22T18:17:49.202Z] INFO  [CursorTranscriptReader] Read Cursor session a9717c3f: 68 new bubbles, 4 entries extracted (index 0→68)
[2026-06-22T18:17:49.204Z] INFO  [CursorTranscriptReader] Read Cursor session e4071b91: 94 new bubbles, 4 entries extracted (index 0→94)
[2026-06-22T18:17:49.206Z] INFO  [CursorTranscriptReader] Read Cursor session 6a8745ec: 109 new bubbles, 4 entries extracted (index 0→109)
[2026-06-22T18:17:49.207Z] INFO  [CursorTranscriptReader] Read Cursor session c12bf7f0: 19 new bubbles, 2 entries extracted (index 0→19)
[2026-06-22T18:17:49.210Z] INFO  [CursorTranscriptReader] Read Cursor session 6c5ea408: 139 new bubbles, 6 entries extracted (index 0→139)
[2026-06-22T18:17:49.211Z] INFO  [CursorTranscriptReader] Read Cursor session 170406c4: 27 new bubbles, 2 entries extracted (index 0→27)
[2026-06-22T18:17:49.218Z] INFO  [CursorTranscriptReader] Read Cursor session e64b21a2: 152 new bubbles, 4 entries extracted (index 0→152)
[2026-06-22T18:17:49.221Z] INFO  [CursorTranscriptReader] Read Cursor session a803518d: 97 new bubbles, 6 entries extracted (index 0→97)
[2026-06-22T18:17:49.222Z] INFO  [CursorTranscriptReader] Read Cursor session cfb4dffd: 66 new bubbles, 4 entries extracted (index 0→66)
[2026-06-22T18:17:49.226Z] INFO  [CursorTranscriptReader] Read Cursor session 0254adf1: 119 new bubbles, 8 entries extracted (index 0→119)
[2026-06-22T18:17:49.228Z] INFO  [CursorTranscriptReader] Read Cursor session 7785d136: 63 new bubbles, 4 entries extracted (index 0→63)
[2026-06-22T18:17:49.234Z] INFO  [CursorTranscriptReader] Read Cursor session 27509bff: 294 new bubbles, 14 entries extracted (index 0→294)
[2026-06-22T18:17:49.238Z] INFO  [CursorTranscriptReader] Read Cursor session 91c13c53: 48 new bubbles, 4 entries extracted (index 0→48)
[2026-06-22T18:17:49.239Z] INFO  [CursorTranscriptReader] Read Cursor session 04ca0dfa: 68 new bubbles, 4 entries extracted (index 0→68)
[2026-06-22T18:17:49.242Z] INFO  [CursorTranscriptReader] Read Cursor session f9f5d4fe: 71 new bubbles, 4 entries extracted (index 0→71)
[2026-06-22T18:17:49.246Z] INFO  [CursorTranscriptReader] Read Cursor session 1ae90867: 130 new bubbles, 4 entries extracted (index 0→130)
[2026-06-22T18:17:49.247Z] INFO  [CursorTranscriptReader] Read Cursor session bc17960c: 101 new bubbles, 4 entries extracted (index 0→101)
[2026-06-22T18:17:49.252Z] INFO  [CursorTranscriptReader] Read Cursor session f8bb0bd9: 252 new bubbles, 4 entries extracted (index 0→252)
[2026-06-22T18:17:49.254Z] INFO  [CursorTranscriptReader] Read Cursor session d3017c56: 114 new bubbles, 4 entries extracted (index 0→114)
[2026-06-22T18:17:49.255Z] INFO  [CursorTranscriptReader] Read Cursor session 6742d029: 55 new bubbles, 4 entries extracted (index 0→55)
[2026-06-22T18:17:49.257Z] INFO  [CursorTranscriptReader] Read Cursor session 7e534327: 125 new bubbles, 4 entries extracted (index 0→125)
[2026-06-22T18:17:49.258Z] INFO  [CursorTranscriptReader] Read Cursor session 30c7e34f: 75 new bubbles, 4 entries extracted (index 0→75)
[2026-06-22T18:17:49.260Z] INFO  [CursorTranscriptReader] Read Cursor session 490ea588: 136 new bubbles, 4 entries extracted (index 0→136)
[2026-06-22T18:17:49.262Z] INFO  [CursorTranscriptReader] Read Cursor session 0724cc51: 93 new bubbles, 4 entries extracted (index 0→93)
[2026-06-22T18:17:49.265Z] INFO  [CursorTranscriptReader] Read Cursor session 646b50af: 157 new bubbles, 4 entries extracted (index 0→157)
[2026-06-22T18:17:49.267Z] INFO  [CursorTranscriptReader] Read Cursor session 433673ac: 96 new bubbles, 4 entries extracted (index 0→96)
[2026-06-22T18:17:49.271Z] INFO  [CursorTranscriptReader] Read Cursor session 4197b442: 250 new bubbles, 6 entries extracted (index 0→250)
[2026-06-22T18:17:49.272Z] INFO  [CursorTranscriptReader] Read Cursor session e8a0e017: 53 new bubbles, 4 entries extracted (index 0→53)
[2026-06-22T18:17:49.274Z] INFO  [CursorTranscriptReader] Read Cursor session b3133e07: 100 new bubbles, 4 entries extracted (index 0→100)
[2026-06-22T18:17:49.277Z] INFO  [CursorTranscriptReader] Read Cursor session 4130e6e8: 198 new bubbles, 6 entries extracted (index 0→198)
[2026-06-22T18:17:49.301Z] INFO  [CursorTranscriptReader] Read Cursor session 722b9adf: 204 new bubbles, 6 entries extracted (index 0→204)
[2026-06-22T18:17:49.305Z] INFO  [CursorTranscriptReader] Read Cursor session 97ee98a1: 115 new bubbles, 4 entries extracted (index 0→115)
[2026-06-22T18:17:49.306Z] INFO  [CursorTranscriptReader] Read Cursor session 59083dd4: 48 new bubbles, 6 entries extracted (index 0→48)
[2026-06-22T18:17:49.308Z] INFO  [CursorTranscriptReader] Read Cursor session 8ea865fe: 84 new bubbles, 4 entries extracted (index 0→84)
[2026-06-22T18:17:49.310Z] INFO  [CursorTranscriptReader] Read Cursor session 052542d5: 77 new bubbles, 4 entries extracted (index 0→77)
[2026-06-22T18:17:49.315Z] INFO  [CursorTranscriptReader] Read Cursor session db7b4d50: 96 new bubbles, 4 entries extracted (index 0→96)
[2026-06-22T18:17:49.316Z] INFO  [CursorTranscriptReader] Read Cursor session 0766ed36: 66 new bubbles, 4 entries extracted (index 0→66)
[2026-06-22T18:17:49.319Z] INFO  [CursorTranscriptReader] Read Cursor session be8498b0: 121 new bubbles, 4 entries extracted (index 0→121)
[2026-06-22T18:17:49.320Z] INFO  [CursorTranscriptReader] Read Cursor session 748c6423: 40 new bubbles, 2 entries extracted (index 0→40)
[2026-06-22T18:17:49.335Z] INFO  [CursorTranscriptReader] Read Cursor session 168cfa97: 184 new bubbles, 6 entries extracted (index 0→184)
[2026-06-22T18:17:49.341Z] INFO  [CursorTranscriptReader] Read Cursor session cbfe348c: 88 new bubbles, 4 entries extracted (index 0→88)
[2026-06-22T18:17:49.345Z] INFO  [CursorTranscriptReader] Read Cursor session 3078842c: 189 new bubbles, 8 entries extracted (index 0→189)
[2026-06-22T18:17:49.347Z] INFO  [CursorTranscriptReader] Read Cursor session 3880dcb3: 89 new bubbles, 4 entries extracted (index 0→89)
[2026-06-22T18:17:49.348Z] INFO  [CursorTranscriptReader] Read Cursor session d63c583e: 41 new bubbles, 4 entries extracted (index 0→41)
[2026-06-22T18:17:49.350Z] INFO  [CursorTranscriptReader] Read Cursor session 944e9af3: 134 new bubbles, 8 entries extracted (index 0→134)
[2026-06-22T18:17:49.352Z] INFO  [CursorTranscriptReader] Read Cursor session ea1bef93: 73 new bubbles, 4 entries extracted (index 0→73)
[2026-06-22T18:17:49.359Z] INFO  [CursorTranscriptReader] Read Cursor session b0efeee2: 242 new bubbles, 6 entries extracted (index 0→242)
[2026-06-22T18:17:49.360Z] INFO  [CursorTranscriptReader] Read Cursor session 2497eae4: 60 new bubbles, 6 entries extracted (index 0→60)
[2026-06-22T18:17:49.371Z] INFO  [CursorTranscriptReader] Read Cursor session 8d80c6f0: 543 new bubbles, 24 entries extracted (index 0→543)
[2026-06-22T18:17:49.374Z] INFO  [CursorTranscriptReader] Read Cursor session 822f3313: 165 new bubbles, 8 entries extracted (index 0→165)
[2026-06-22T18:17:49.378Z] INFO  [CursorTranscriptReader] Read Cursor session a0e345ad: 33 new bubbles, 4 entries extracted (index 0→33)
[2026-06-22T18:17:49.380Z] INFO  [CursorTranscriptReader] Read Cursor session 503e3748: 118 new bubbles, 4 entries extracted (index 0→118)
[2026-06-22T18:17:49.382Z] INFO  [CursorTranscriptReader] Read Cursor session a82e9d21: 149 new bubbles, 2 entries extracted (index 0→149)
[2026-06-22T18:17:49.382Z] INFO  [CursorTranscriptReader] Read Cursor session 9ddb9acf: 26 new bubbles, 2 entries extracted (index 0→26)
[2026-06-22T18:17:49.386Z] INFO  [CursorTranscriptReader] Read Cursor session 276eec1e: 170 new bubbles, 12 entries extracted (index 0→170)
[2026-06-22T18:17:49.390Z] INFO  [CursorTranscriptReader] Read Cursor session 9781c5c5: 285 new bubbles, 4 entries extracted (index 0→285)
[2026-06-22T18:17:49.391Z] INFO  [CursorTranscriptReader] Read Cursor session cac99d5c: 32 new bubbles, 2 entries extracted (index 0→32)
[2026-06-22T18:17:49.397Z] INFO  [CursorTranscriptReader] Read Cursor session a4ed2882: 356 new bubbles, 4 entries extracted (index 0→356)
[2026-06-22T18:17:49.398Z] INFO  [CursorTranscriptReader] Read Cursor session 1f686e30: 63 new bubbles, 4 entries extracted (index 0→63)
[2026-06-22T18:17:49.400Z] INFO  [CursorTranscriptReader] Read Cursor session c0928b64: 123 new bubbles, 2 entries extracted (index 0→123)
[2026-06-22T18:17:49.401Z] INFO  [CursorTranscriptReader] Read Cursor session 93dd7502: 29 new bubbles, 2 entries extracted (index 0→29)
[2026-06-22T18:17:49.403Z] INFO  [CursorTranscriptReader] Read Cursor session 4f6b0e92: 73 new bubbles, 4 entries extracted (index 0→73)
[2026-06-22T18:17:49.404Z] INFO  [CursorTranscriptReader] Read Cursor session 8b1330b0: 81 new bubbles, 4 entries extracted (index 0→81)
[2026-06-22T18:17:49.406Z] INFO  [CursorTranscriptReader] Read Cursor session df447d36: 86 new bubbles, 4 entries extracted (index 0→86)
[2026-06-22T18:17:49.407Z] INFO  [CursorTranscriptReader] Read Cursor session fb84534c: 71 new bubbles, 2 entries extracted (index 0→71)
[2026-06-22T18:17:49.415Z] INFO  [CursorTranscriptReader] Read Cursor session 9ffcd3b4: 418 new bubbles, 14 entries extracted (index 0→418)
[2026-06-22T18:17:49.416Z] INFO  [CursorTranscriptReader] Read Cursor session f4c30209: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:49.419Z] INFO  [CursorTranscriptReader] Read Cursor session 2299a941: 141 new bubbles, 4 entries extracted (index 0→141)
[2026-06-22T18:17:49.420Z] INFO  [CursorTranscriptReader] Read Cursor session 6120f9df: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:49.421Z] INFO  [CursorTranscriptReader] Read Cursor session 991259cd: 58 new bubbles, 2 entries extracted (index 0→58)
[2026-06-22T18:17:49.422Z] INFO  [CursorTranscriptReader] Read Cursor session c5053d35: 84 new bubbles, 2 entries extracted (index 0→84)
[2026-06-22T18:17:49.425Z] INFO  [CursorTranscriptReader] Read Cursor session 0b5b29bf: 156 new bubbles, 8 entries extracted (index 0→156)
[2026-06-22T18:17:49.427Z] INFO  [CursorTranscriptReader] Read Cursor session c722d35d: 156 new bubbles, 4 entries extracted (index 0→156)
[2026-06-22T18:17:49.430Z] INFO  [CursorTranscriptReader] Read Cursor session 02969503: 169 new bubbles, 4 entries extracted (index 0→169)
[2026-06-22T18:17:49.431Z] INFO  [CursorTranscriptReader] Read Cursor session 5634102e: 35 new bubbles, 2 entries extracted (index 0→35)
[2026-06-22T18:17:49.433Z] INFO  [CursorTranscriptReader] Read Cursor session 1f272d5b: 130 new bubbles, 4 entries extracted (index 0→130)
[2026-06-22T18:17:49.435Z] INFO  [CursorTranscriptReader] Read Cursor session 52ae43ec: 109 new bubbles, 4 entries extracted (index 0→109)
[2026-06-22T18:17:49.436Z] INFO  [CursorTranscriptReader] Read Cursor session d708cbb3: 31 new bubbles, 2 entries extracted (index 0→31)
[2026-06-22T18:17:49.439Z] INFO  [CursorTranscriptReader] Read Cursor session 08c7eeab: 160 new bubbles, 2 entries extracted (index 0→160)
[2026-06-22T18:17:49.440Z] INFO  [CursorTranscriptReader] Read Cursor session 6675356f: 68 new bubbles, 2 entries extracted (index 0→68)
[2026-06-22T18:17:49.441Z] INFO  [CursorTranscriptReader] Read Cursor session 000d4af2: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:49.445Z] INFO  [CursorTranscriptReader] Read Cursor session 351e1bd9: 193 new bubbles, 6 entries extracted (index 0→193)
[2026-06-22T18:17:49.447Z] INFO  [CursorTranscriptReader] Read Cursor session 90b6cb69: 64 new bubbles, 4 entries extracted (index 0→64)
[2026-06-22T18:17:49.449Z] INFO  [CursorTranscriptReader] Read Cursor session b8305365: 106 new bubbles, 4 entries extracted (index 0→106)
[2026-06-22T18:17:49.453Z] INFO  [CursorTranscriptReader] Read Cursor session e8ec4dfb: 105 new bubbles, 4 entries extracted (index 0→105)
[2026-06-22T18:17:49.455Z] INFO  [CursorTranscriptReader] Read Cursor session 649701bb: 106 new bubbles, 4 entries extracted (index 0→106)
[2026-06-22T18:17:49.457Z] INFO  [CursorTranscriptReader] Read Cursor session b99fdcd3: 86 new bubbles, 4 entries extracted (index 0→86)
[2026-06-22T18:17:49.459Z] INFO  [CursorTranscriptReader] Read Cursor session db266932: 85 new bubbles, 4 entries extracted (index 0→85)
[2026-06-22T18:17:49.463Z] INFO  [CursorTranscriptReader] Read Cursor session 985aadd5: 185 new bubbles, 6 entries extracted (index 0→185)
[2026-06-22T18:17:49.465Z] INFO  [CursorTranscriptReader] Read Cursor session bf6b6751: 137 new bubbles, 4 entries extracted (index 0→137)
[2026-06-22T18:17:49.466Z] INFO  [CursorTranscriptReader] Read Cursor session e0bf58dd: 54 new bubbles, 2 entries extracted (index 0→54)
[2026-06-22T18:17:49.468Z] INFO  [CursorTranscriptReader] Read Cursor session 36d0ab15: 73 new bubbles, 4 entries extracted (index 0→73)
[2026-06-22T18:17:49.470Z] INFO  [CursorTranscriptReader] Read Cursor session 7f03caa4: 56 new bubbles, 4 entries extracted (index 0→56)
[2026-06-22T18:17:49.472Z] INFO  [CursorTranscriptReader] Read Cursor session 2afb63af: 183 new bubbles, 6 entries extracted (index 0→183)
[2026-06-22T18:17:49.477Z] INFO  [CursorTranscriptReader] Read Cursor session eda21853: 84 new bubbles, 4 entries extracted (index 0→84)
[2026-06-22T18:17:49.478Z] INFO  [CursorTranscriptReader] Read Cursor session a6f311ef: 51 new bubbles, 2 entries extracted (index 0→51)
[2026-06-22T18:17:49.481Z] INFO  [CursorTranscriptReader] Read Cursor session 00fba9cc: 223 new bubbles, 2 entries extracted (index 0→223)
[2026-06-22T18:17:49.483Z] INFO  [CursorTranscriptReader] Read Cursor session cf0ecc68: 116 new bubbles, 4 entries extracted (index 0→116)
[2026-06-22T18:17:49.484Z] INFO  [CursorTranscriptReader] Read Cursor session cf47172f: 65 new bubbles, 2 entries extracted (index 0→65)
[2026-06-22T18:17:49.488Z] INFO  [CursorTranscriptReader] Read Cursor session 995cf930: 189 new bubbles, 4 entries extracted (index 0→189)
[2026-06-22T18:17:49.489Z] INFO  [CursorTranscriptReader] Read Cursor session 346cc51b: 103 new bubbles, 4 entries extracted (index 0→103)
[2026-06-22T18:17:49.493Z] INFO  [CursorTranscriptReader] Read Cursor session 035a265f: 204 new bubbles, 6 entries extracted (index 0→204)
[2026-06-22T18:17:49.497Z] INFO  [CursorTranscriptReader] Read Cursor session a27edeb8: 162 new bubbles, 4 entries extracted (index 0→162)
[2026-06-22T18:17:49.499Z] INFO  [CursorTranscriptReader] Read Cursor session f3f9b78e: 135 new bubbles, 4 entries extracted (index 0→135)
[2026-06-22T18:17:49.500Z] INFO  [CursorTranscriptReader] Read Cursor session 40cd17f2: 37 new bubbles, 2 entries extracted (index 0→37)
[2026-06-22T18:17:49.501Z] INFO  [CursorTranscriptReader] Read Cursor session ec184090: 30 new bubbles, 4 entries extracted (index 0→30)
[2026-06-22T18:17:49.503Z] INFO  [CursorTranscriptReader] Read Cursor session 98cedd09: 113 new bubbles, 6 entries extracted (index 0→113)
[2026-06-22T18:17:49.510Z] INFO  [CursorTranscriptReader] Read Cursor session 5ac2d3c4: 143 new bubbles, 8 entries extracted (index 0→143)
[2026-06-22T18:17:49.512Z] INFO  [CursorTranscriptReader] Read Cursor session d01a7841: 108 new bubbles, 4 entries extracted (index 0→108)
[2026-06-22T18:17:49.515Z] INFO  [CursorTranscriptReader] Read Cursor session d3f6a0c6: 188 new bubbles, 4 entries extracted (index 0→188)
[2026-06-22T18:17:49.518Z] INFO  [CursorTranscriptReader] Read Cursor session 2a207233: 90 new bubbles, 4 entries extracted (index 0→90)
[2026-06-22T18:17:49.521Z] INFO  [CursorTranscriptReader] Read Cursor session 53571acd: 225 new bubbles, 4 entries extracted (index 0→225)
[2026-06-22T18:17:49.522Z] INFO  [CursorTranscriptReader] Read Cursor session 6eb61672: 9 new bubbles, 2 entries extracted (index 0→9)
[2026-06-22T18:17:49.523Z] INFO  [CursorTranscriptReader] Read Cursor session 2a74330f: 56 new bubbles, 4 entries extracted (index 0→56)
[2026-06-22T18:17:49.526Z] INFO  [CursorTranscriptReader] Read Cursor session b1ed8e90: 154 new bubbles, 8 entries extracted (index 0→154)
[2026-06-22T18:17:49.527Z] INFO  [CursorTranscriptReader] Read Cursor session 03b883b4: 60 new bubbles, 2 entries extracted (index 0→60)
[2026-06-22T18:17:49.530Z] INFO  [CursorTranscriptReader] Read Cursor session f5a5f04c: 156 new bubbles, 8 entries extracted (index 0→156)
[2026-06-22T18:17:49.532Z] INFO  [CursorTranscriptReader] Read Cursor session c4664656: 57 new bubbles, 4 entries extracted (index 0→57)
[2026-06-22T18:17:49.534Z] INFO  [CursorTranscriptReader] Read Cursor session ccfb169a: 100 new bubbles, 6 entries extracted (index 0→100)
[2026-06-22T18:17:49.537Z] INFO  [CursorTranscriptReader] Read Cursor session 11459775: 179 new bubbles, 4 entries extracted (index 0→179)
[2026-06-22T18:17:49.544Z] INFO  [CursorTranscriptReader] Read Cursor session f5802f1c: 291 new bubbles, 16 entries extracted (index 0→291)
[2026-06-22T18:17:49.549Z] INFO  [CursorTranscriptReader] Read Cursor session 4a8c2d9a: 131 new bubbles, 4 entries extracted (index 0→131)
[2026-06-22T18:17:49.550Z] INFO  [CursorTranscriptReader] Read Cursor session 4115277b: 24 new bubbles, 2 entries extracted (index 0→24)
[2026-06-22T18:17:49.551Z] INFO  [CursorTranscriptReader] Read Cursor session 98540948: 65 new bubbles, 4 entries extracted (index 0→65)
[2026-06-22T18:17:49.553Z] INFO  [CursorTranscriptReader] Read Cursor session 11705d02: 108 new bubbles, 4 entries extracted (index 0→108)
[2026-06-22T18:17:49.554Z] INFO  [CursorTranscriptReader] Read Cursor session a849cbda: 23 new bubbles, 4 entries extracted (index 0→23)
[2026-06-22T18:17:49.558Z] INFO  [CursorTranscriptReader] Read Cursor session dc63cbe5: 89 new bubbles, 8 entries extracted (index 0→89)
[2026-06-22T18:17:49.562Z] INFO  [CursorTranscriptReader] Read Cursor session 6ce03331: 187 new bubbles, 16 entries extracted (index 0→187)
[2026-06-22T18:17:49.567Z] INFO  [CursorTranscriptReader] Read Cursor session 0d30f9ee: 194 new bubbles, 10 entries extracted (index 0→194)
[2026-06-22T18:17:49.572Z] INFO  [CursorTranscriptReader] Read Cursor session 9ca2e2a6: 145 new bubbles, 4 entries extracted (index 0→145)
[2026-06-22T18:17:49.575Z] INFO  [CursorTranscriptReader] Read Cursor session 270dcec4: 171 new bubbles, 4 entries extracted (index 0→171)
[2026-06-22T18:17:49.578Z] INFO  [CursorTranscriptReader] Read Cursor session 8dc8441b: 68 new bubbles, 2 entries extracted (index 0→68)
[2026-06-22T18:17:49.580Z] INFO  [CursorTranscriptReader] Read Cursor session 8fc2497c: 100 new bubbles, 4 entries extracted (index 0→100)
[2026-06-22T18:17:49.582Z] INFO  [CursorTranscriptReader] Read Cursor session aac671a2: 98 new bubbles, 4 entries extracted (index 0→98)
[2026-06-22T18:17:49.585Z] INFO  [CursorTranscriptReader] Read Cursor session 2f74e8ff: 134 new bubbles, 4 entries extracted (index 0→134)
[2026-06-22T18:17:49.587Z] INFO  [CursorTranscriptReader] Read Cursor session 587b017e: 80 new bubbles, 4 entries extracted (index 0→80)
[2026-06-22T18:17:49.592Z] INFO  [CursorTranscriptReader] Read Cursor session 2fa82fb1: 136 new bubbles, 4 entries extracted (index 0→136)
[2026-06-22T18:17:49.594Z] INFO  [CursorTranscriptReader] Read Cursor session 97d2e445: 82 new bubbles, 4 entries extracted (index 0→82)
[2026-06-22T18:17:49.595Z] INFO  [CursorTranscriptReader] Read Cursor session 9c0bba05: 14 new bubbles, 2 entries extracted (index 0→14)
[2026-06-22T18:17:49.598Z] INFO  [CursorTranscriptReader] Read Cursor session c0179616: 163 new bubbles, 8 entries extracted (index 0→163)
[2026-06-22T18:17:49.600Z] INFO  [CursorTranscriptReader] Read Cursor session 8c2cb26b: 62 new bubbles, 4 entries extracted (index 0→62)
[2026-06-22T18:17:49.601Z] INFO  [CursorTranscriptReader] Read Cursor session 91159672: 44 new bubbles, 2 entries extracted (index 0→44)
[2026-06-22T18:17:49.602Z] INFO  [CursorTranscriptReader] Read Cursor session 9ae9af09: 33 new bubbles, 4 entries extracted (index 0→33)
[2026-06-22T18:17:49.607Z] INFO  [CursorTranscriptReader] Read Cursor session f0d973bb: 159 new bubbles, 8 entries extracted (index 0→159)
[2026-06-22T18:17:49.609Z] INFO  [CursorTranscriptReader] Read Cursor session 99458c63: 50 new bubbles, 2 entries extracted (index 0→50)
[2026-06-22T18:17:49.610Z] INFO  [CursorTranscriptReader] Read Cursor session 6f8126e7: 83 new bubbles, 4 entries extracted (index 0→83)
[2026-06-22T18:17:49.611Z] INFO  [CursorTranscriptReader] Read Cursor session 5789615c: 28 new bubbles, 2 entries extracted (index 0→28)
[2026-06-22T18:17:49.614Z] INFO  [CursorTranscriptReader] Read Cursor session ee1ba90f: 42 new bubbles, 4 entries extracted (index 0→42)
[2026-06-22T18:17:49.618Z] INFO  [CursorTranscriptReader] Read Cursor session c759d506: 170 new bubbles, 6 entries extracted (index 0→170)
[2026-06-22T18:17:49.626Z] INFO  [CursorTranscriptReader] Read Cursor session 124a720b: 258 new bubbles, 10 entries extracted (index 0→258)
[2026-06-22T18:17:49.627Z] INFO  [CursorTranscriptReader] Read Cursor session b05972db: 15 new bubbles, 4 entries extracted (index 0→15)
[2026-06-22T18:17:49.629Z] INFO  [CursorTranscriptReader] Read Cursor session 3579d146: 100 new bubbles, 8 entries extracted (index 0→100)
[2026-06-22T18:17:49.630Z] INFO  [CursorTranscriptReader] Read Cursor session c9a459ee: 11 new bubbles, 2 entries extracted (index 0→11)
